Cliente,Email,ID Cartão Sócio,Localizador,clubeFavorito,Data da Compra,produto
Cameron Giambra,cameron.giambra@globomail.com,SAMS-42245,LOC-SAMS53925,Porto Alegre,3/11/2015,Sacos para Lixo 15 L ou 30 L Member's Mark
Cameron Giambra,cameron.giambra@globomail.com,SAMS-42245,LOC-SAMS53925,Porto Alegre,3/11/2015,Passa Fácil Member's Mark
Cameron Giambra,cameron.giambra@globomail.com,SAMS-42245,LOC-SAMS53925,Porto Alegre,3/11/2015,Ração Carne e Vegetais Herói 18 Kg
Anisa Litscher,anisa.litscher@globomail.com,SAMS-20212,LOC-SAMS49149,Águas Claras,10/10/2015,Tomate Inteiro Pelado Italiano Raiola
Claudine Mabie,claudine.mabie@gmail.com,SAMS-40450,LOC-SAMS40233,São José dos Campos,20/9/2015,Whisky Buchanan's 12 Anos 1 L
Claudine Mabie,claudine.mabie@gmail.com,SAMS-40450,LOC-SAMS40233,São José dos Campos,20/9/2015,Freezer Roll 2 L
Claudine Mabie,claudine.mabie@gmail.com,SAMS-40450,LOC-SAMS40233,São José dos Campos,20/9/2015,Lava Roupas em Pó Member's Mark 5 Kg
Claudine Mabie,claudine.mabie@gmail.com,SAMS-40450,LOC-SAMS40233,São José dos Campos,20/9/2015,Composto Lácteo Crescimento 1+ Ninho 800 g
Gus Clasby,gus.clasby@globomail.com,SAMS-59113,LOC-SAMS63723,Guarulhos,28/8/2015,Freezer Roll 3 L
Gus Clasby,gus.clasby@globomail.com,SAMS-59113,LOC-SAMS63723,Guarulhos,28/8/2015,Tratamento Aussie Moist 3 Minutos
Gus Clasby,gus.clasby@globomail.com,SAMS-59113,LOC-SAMS63723,Guarulhos,28/8/2015,Sucrilhos Kellogg's
Gus Clasby,gus.clasby@globomail.com,SAMS-59113,LOC-SAMS63723,Guarulhos,28/8/2015,Sacos para Lixo Reforçado Dover Roll 100 L
Gus Clasby,gus.clasby@globomail.com,SAMS-59113,LOC-SAMS63723,Guarulhos,28/8/2015,Kit Shampoo + Condicionador Dove 750 ml
Gus Clasby,gus.clasby@globomail.com,SAMS-59113,LOC-SAMS63723,Guarulhos,28/8/2015,Amaciante Concentrado Downy 3,96 L
Romona Giaccone,romona.giaccone@zipmail.com.br,SAMS-49634,LOC-SAMS45553,Vitória,14/12/2015,Eliminador de Odores Sanol 5 L
Romona Giaccone,romona.giaccone@zipmail.com.br,SAMS-49634,LOC-SAMS45553,Vitória,14/12/2015,Shampoo ou Condicionador Aussie Miracle 7 em 1 778 ml
Bart Kourt,bart.kourt@globomail.com,SAMS-48163,LOC-SAMS5707,Ribeirão Preto,12/8/2015,Nescau Cereal Matinal 770 g
Bart Kourt,bart.kourt@globomail.com,SAMS-48163,LOC-SAMS5707,Ribeirão Preto,12/8/2015,Sacos para Lixo 15 L ou 30 L Member's Mark
Sharee Beaucage,sharee.beaucage@r7.com,SAMS-34617,LOC-SAMS49371,Águas Claras,25/3/2015,Lava Roupas em Pó Member's Mark 5 Kg
Sharee Beaucage,sharee.beaucage@r7.com,SAMS-34617,LOC-SAMS49371,Águas Claras,25/3/2015,Shampoo ou Condicionador com Pump Aussie Moist 865 ml
Luciano Dobine,luciano.dobine@folha.com.br,SAMS-38065,LOC-SAMS25079,Salvador,22/5/2015,Whisky Old Parr 1 L
Theodora Bussen,theodora.bussen@gmail.com,SAMS-1148,LOC-SAMS45129,Natal,4/7/2015,Tratamento Aussie Moist 3 Minutos
Theodora Bussen,theodora.bussen@gmail.com,SAMS-1148,LOC-SAMS45129,Natal,4/7/2015,Nescau Sachê 2.0 800 g
Theodora Bussen,theodora.bussen@gmail.com,SAMS-1148,LOC-SAMS45129,Natal,4/7/2015,Sacos para Lixo 15 L ou 30 L Member's Mark
Theodora Bussen,theodora.bussen@gmail.com,SAMS-1148,LOC-SAMS45129,Natal,4/7/2015,Composto Lácteo Crescimento 1+ Ninho 800 g
Theodora Bussen,theodora.bussen@gmail.com,SAMS-1148,LOC-SAMS45129,Natal,4/7/2015,Sacos para Lixo 15 L ou 30 L Member's Mark
Theodora Bussen,theodora.bussen@gmail.com,SAMS-1148,LOC-SAMS45129,Natal,4/7/2015,Tratamento Aussie Moist 3 Minutos
Yon Speakes,yon.speakes@gmail.com,SAMS-19482,LOC-SAMS47950,Curitiba - Barigui,7/7/2015,Alimento para Cães Adultos Ultima Sachê
Yon Speakes,yon.speakes@gmail.com,SAMS-19482,LOC-SAMS47950,Curitiba - Barigui,7/7/2015,Composto Lácteo Crescimento 1+ Ninho 800 g
Yon Speakes,yon.speakes@gmail.com,SAMS-19482,LOC-SAMS47950,Curitiba - Barigui,7/7/2015,Filtro Melitta Aroma Max 103
Yon Speakes,yon.speakes@gmail.com,SAMS-19482,LOC-SAMS47950,Curitiba - Barigui,7/7/2015,Lava Roupas Dreft
Yon Speakes,yon.speakes@gmail.com,SAMS-19482,LOC-SAMS47950,Curitiba - Barigui,7/7/2015,Limpa Vidros Member's Mark
Yon Speakes,yon.speakes@gmail.com,SAMS-19482,LOC-SAMS47950,Curitiba - Barigui,7/7/2015,Novi a Mop Twister
Yon Speakes,yon.speakes@gmail.com,SAMS-19482,LOC-SAMS47950,Curitiba - Barigui,7/7/2015,Sucrilhos Power Chocolate Kellogg�s
Alida Voigtlander,alida.voigtlander@zipmail.com.br,SAMS-53185,LOC-SAMS31018,Curitiba - Atuba,17/7/2015,Sacos para Lixo 50 L ou 100 L Member's Mark
Corinne Reckers,corinne.reckers@hotmail.com,SAMS-30472,LOC-SAMS9509,Radial Leste,1/4/2015,Lava Roupas em Pó Member's Mark 5 Kg
Corinne Reckers,corinne.reckers@hotmail.com,SAMS-30472,LOC-SAMS9509,Radial Leste,1/4/2015,Ração Carne e Vegetais Herói 18 Kg
Corinne Reckers,corinne.reckers@hotmail.com,SAMS-30472,LOC-SAMS9509,Radial Leste,1/4/2015,Composto Lácteo em Pó Zero Lactose Ninho 380 g
Corinne Reckers,corinne.reckers@hotmail.com,SAMS-30472,LOC-SAMS9509,Radial Leste,1/4/2015,Amaciante Aconchego Ypê 5 L
Aaron Courtoy,aaron.courtoy@pop.com.br,SAMS-56410,LOC-SAMS59100,Osasco,27/7/2014,Sacos para Lixo 15 L ou 30 L Member's Mark
Mindy Aragao,mindy.aragao@pop.com.br,SAMS-39647,LOC-SAMS39065,Goiânia,9/4/2016,Limpa Vidros Member's Mark
Mindy Aragao,mindy.aragao@pop.com.br,SAMS-39647,LOC-SAMS39065,Goiânia,9/4/2016,Chocolate Kit Kat
Mindy Aragao,mindy.aragao@pop.com.br,SAMS-39647,LOC-SAMS39065,Goiânia,9/4/2016,Molho Barbecue Heinz
Mindy Aragao,mindy.aragao@pop.com.br,SAMS-39647,LOC-SAMS39065,Goiânia,9/4/2016,Whisky Johnnie Walker Green Label 750 ml
Mindy Aragao,mindy.aragao@pop.com.br,SAMS-39647,LOC-SAMS39065,Goiânia,9/4/2016,Maionese Heinz
Mindy Aragao,mindy.aragao@pop.com.br,SAMS-39647,LOC-SAMS39065,Goiânia,9/4/2016,Kit Oral-B Stages
Clarence Huse,clarence.huse@r7.com,SAMS-41122,LOC-SAMS13203,Campinas,22/9/2015,Sabonete Líquido Member's Mark 980 ml
Clarence Huse,clarence.huse@r7.com,SAMS-41122,LOC-SAMS13203,Campinas,22/9/2015,Novi a Mop Twister
Clarence Huse,clarence.huse@r7.com,SAMS-41122,LOC-SAMS13203,Campinas,22/9/2015,Kit Oral-B Stages
Clarence Huse,clarence.huse@r7.com,SAMS-41122,LOC-SAMS13203,Campinas,22/9/2015,Papel Guardanapo Folha Dupla Mascot
Clarence Huse,clarence.huse@r7.com,SAMS-41122,LOC-SAMS13203,Campinas,22/9/2015,Shampoo ou Condicionador com Pump Aussie Moist 865 ml
Florencio Dingillo,florencio.dingillo@uol.com.br,SAMS-21901,LOC-SAMS46825,Guarulhos,6/8/2015,Sacos para Lixo 50 L ou 100 L Member's Mark
Florencio Dingillo,florencio.dingillo@uol.com.br,SAMS-21901,LOC-SAMS46825,Guarulhos,6/8/2015,Kit Finish 3 Unidades
Florencio Dingillo,florencio.dingillo@uol.com.br,SAMS-21901,LOC-SAMS46825,Guarulhos,6/8/2015,Maionese Heinz
Lanell Handwerk,lanell.handwerk@gmail.com,SAMS-61546,LOC-SAMS11750,Curitiba - Barigui,28/4/2015,Molho Barbecue Heinz
Juan Dolence,juan.dolence@oi.com.br,SAMS-40230,LOC-SAMS10361,Salvador,27/9/2014,Tira Manchas Member's Mark 2,5 Kg
Juan Dolence,juan.dolence@oi.com.br,SAMS-40230,LOC-SAMS10361,Salvador,27/9/2014,Maionese Heinz
Juan Dolence,juan.dolence@oi.com.br,SAMS-40230,LOC-SAMS10361,Salvador,27/9/2014,Tratamento Aussie Shine + Strong
Clare Brannam,clare.brannam@yahoo.com.br,SAMS-3387,LOC-SAMS57825,Recife,3/10/2015,Fralda Pampers Confort Sec
Clare Brannam,clare.brannam@yahoo.com.br,SAMS-3387,LOC-SAMS57825,Recife,3/10/2015,Sabonete Líquido Jurassic 750 ml
Clare Brannam,clare.brannam@yahoo.com.br,SAMS-3387,LOC-SAMS57825,Recife,3/10/2015,Absorvente com Abas Maxi Proteção Always
Clare Brannam,clare.brannam@yahoo.com.br,SAMS-3387,LOC-SAMS57825,Recife,3/10/2015,Azeitonas Verdes sem Caroço Raiola 420 g
Kenda Mckanic,kenda.mckanic@globomail.com,SAMS-7189,LOC-SAMS7536,Guarulhos,10/10/2016,Sacos para Lixo 50 L ou 100 L Member's Mark
Kenda Mckanic,kenda.mckanic@globomail.com,SAMS-7189,LOC-SAMS7536,Guarulhos,10/10/2016,Composto Lácteo em Pó Zero Lactose Ninho 380 g
Kenda Mckanic,kenda.mckanic@globomail.com,SAMS-7189,LOC-SAMS7536,Guarulhos,10/10/2016,Molho Barbecue Heinz
Kenda Mckanic,kenda.mckanic@globomail.com,SAMS-7189,LOC-SAMS7536,Guarulhos,10/10/2016,Alimento para Cães Adultos Ultima Sachê
Kenda Mckanic,kenda.mckanic@globomail.com,SAMS-7189,LOC-SAMS7536,Guarulhos,10/10/2016,Whisky Johnnie Walker Green Label 750 ml
Clement Kulbeth,clement.kulbeth@globomail.com,SAMS-21548,LOC-SAMS1102,Guarulhos,26/3/2015,Sabão Líquido Roma Coco 2 L
Tyson Madia,tyson.madia@yahoo.com.br,SAMS-14284,LOC-SAMS48761,Maceió,11/10/2015,Kit Shampoo + Condicionador Dove 750 ml
Shakia Jaegers,shakia.jaegers@ig.com.br,SAMS-52584,LOC-SAMS7587,Vitória,15/5/2015,Composto Lácteo em Pó Zero Lactose Ninho 380 g
Shakia Jaegers,shakia.jaegers@ig.com.br,SAMS-52584,LOC-SAMS7587,Vitória,15/5/2015,Amaciante Aconchego Ypê 5 L
Shakia Jaegers,shakia.jaegers@ig.com.br,SAMS-52584,LOC-SAMS7587,Vitória,15/5/2015,Alimento para Cães Adultos Ultima Sachê
Krysta Goldenstein,krysta.goldenstein@oi.com.br,SAMS-3347,LOC-SAMS34745,Fortaleza,24/12/2015,Kit Fisher-Price
Krysta Goldenstein,krysta.goldenstein@oi.com.br,SAMS-3347,LOC-SAMS34745,Fortaleza,24/12/2015,Whisky Old Parr 1 L
Elsa Arabajian,elsa.arabajian@gmail.com,SAMS-55204,LOC-SAMS56015,Campinas,8/7/2014,Rolo Adesivo Scotch-Brite
Elsa Arabajian,elsa.arabajian@gmail.com,SAMS-55204,LOC-SAMS56015,Campinas,8/7/2014,Shampoo Pantene 1 L
Ardella Xia,ardella.xia@ig.com.br,SAMS-18337,LOC-SAMS9412,Recife,12/5/2015,Freezer Roll 3 L
Ardella Xia,ardella.xia@ig.com.br,SAMS-18337,LOC-SAMS9412,Recife,12/5/2015,Sacos para Lixo 50 L ou 100 L Member's Mark
Ardella Xia,ardella.xia@ig.com.br,SAMS-18337,LOC-SAMS9412,Recife,12/5/2015,Papel Higiênico Personal Decor
Ardella Xia,ardella.xia@ig.com.br,SAMS-18337,LOC-SAMS9412,Recife,12/5/2015,Composto Lácteo Crescimento 1+ Ninho 800 g
Ardella Xia,ardella.xia@ig.com.br,SAMS-18337,LOC-SAMS9412,Recife,12/5/2015,Freezer Roll 3 L
Ardella Xia,ardella.xia@ig.com.br,SAMS-18337,LOC-SAMS9412,Recife,12/5/2015,Escova Dental Oral-B Complete
Sanjuanita Byse,sanjuanita.byse@ig.com.br,SAMS-3085,LOC-SAMS63813,Osasco,6/1/2015,Tratamento Aussie Moist 3 Minutos
Sanjuanita Byse,sanjuanita.byse@ig.com.br,SAMS-3085,LOC-SAMS63813,Osasco,6/1/2015,Whisky Johnnie Walker Green Label 750 ml
Sanjuanita Byse,sanjuanita.byse@ig.com.br,SAMS-3085,LOC-SAMS63813,Osasco,6/1/2015,Escova Dental Oral-B Complete
Sanjuanita Byse,sanjuanita.byse@ig.com.br,SAMS-3085,LOC-SAMS63813,Osasco,6/1/2015,Sacos para Lixo 50 L ou 100 L Member's Mark
Sanjuanita Byse,sanjuanita.byse@ig.com.br,SAMS-3085,LOC-SAMS63813,Osasco,6/1/2015,Sacos para Lixo 50 L ou 100 L Member's Mark
Sanjuanita Byse,sanjuanita.byse@ig.com.br,SAMS-3085,LOC-SAMS63813,Osasco,6/1/2015,Shampoo ou Condicionador Aussie Miracle 7 em 1 778 ml
Becky Canniff,becky.canniff@globomail.com,SAMS-17152,LOC-SAMS25454,Santo André,29/10/2015,Lava Roupas Dreft
Julissa Speed,julissa.speed@hotmail.com,SAMS-44273,LOC-SAMS41448,São Bernardo do Campo,30/10/2015,Whisky Buchanan's 12 Anos 1 L
Julissa Speed,julissa.speed@hotmail.com,SAMS-44273,LOC-SAMS41448,São Bernardo do Campo,30/10/2015,Maionese Heinz
Mayme Federgreen,mayme.federgreen@globomail.com,SAMS-58709,LOC-SAMS3207,São José dos Campos,16/3/2016,Passa Fácil Member's Mark
Mayme Federgreen,mayme.federgreen@globomail.com,SAMS-58709,LOC-SAMS3207,São José dos Campos,16/3/2016,Chocolate Kit Kat
Mayme Federgreen,mayme.federgreen@globomail.com,SAMS-58709,LOC-SAMS3207,São José dos Campos,16/3/2016,Aparelho de Barbear Gillette Prestobarba 3
Tobi Montagne,tobi.montagne@globomail.com,SAMS-13720,LOC-SAMS61632,Santo André,17/12/2015,Composto Lácteo em Pó Zero Lactose Ninho 380 g
Tobi Montagne,tobi.montagne@globomail.com,SAMS-13720,LOC-SAMS61632,Santo André,17/12/2015,Sabonete Líquido Member's Mark 980 ml
Tobi Montagne,tobi.montagne@globomail.com,SAMS-13720,LOC-SAMS61632,Santo André,17/12/2015,Sabonete Líquido Jurassic 750 ml
Tobi Montagne,tobi.montagne@globomail.com,SAMS-13720,LOC-SAMS61632,Santo André,17/12/2015,Kit Finish 3 Unidades
Tobi Montagne,tobi.montagne@globomail.com,SAMS-13720,LOC-SAMS61632,Santo André,17/12/2015,Tomate Inteiro Pelado Italiano Raiola
Stan Franchette,stan.franchette@zipmail.com.br,SAMS-57008,LOC-SAMS13541,Curitiba - Atuba,31/5/2015,Cápsulas Nescafé Dolce Gusto
Stan Franchette,stan.franchette@zipmail.com.br,SAMS-57008,LOC-SAMS13541,Curitiba - Atuba,31/5/2015,Mostarda Heinz
Harland Gheen,harland.gheen@yahoo.com.br,SAMS-15714,LOC-SAMS57484,Osasco,28/9/2016,Sabonete Líquido Member's Mark 980 ml
Harland Gheen,harland.gheen@yahoo.com.br,SAMS-15714,LOC-SAMS57484,Osasco,28/9/2016,Sabonete Líquido Member's Mark 980 ml
Harland Gheen,harland.gheen@yahoo.com.br,SAMS-15714,LOC-SAMS57484,Osasco,28/9/2016,Absorvente com Abas Maxi Proteção Always
Harland Gheen,harland.gheen@yahoo.com.br,SAMS-15714,LOC-SAMS57484,Osasco,28/9/2016,Freezer Roll 2 L
Christie Fahrlander,christie.fahrlander@folha.com.br,SAMS-10743,LOC-SAMS6556,Radial Leste,29/1/2016,Lava Roupas Líquido Member's Mark 5 L
Avery Cromack,avery.cromack@bol.com.br,SAMS-16887,LOC-SAMS17977,Tamboré,15/4/2015,Amaciante Aconchego Ypê 5 L
Avery Cromack,avery.cromack@bol.com.br,SAMS-16887,LOC-SAMS17977,Tamboré,15/4/2015,Shampoo ou Condicionador TRESemmé 1 L
Avery Cromack,avery.cromack@bol.com.br,SAMS-16887,LOC-SAMS17977,Tamboré,15/4/2015,Chocolate Kit Kat
Rosemary Kramper,rosemary.kramper@globomail.com,SAMS-58481,LOC-SAMS27958,São José dos Campos,14/8/2015,Amaciante Aconchego Ypê 5 L
Rosemary Kramper,rosemary.kramper@globomail.com,SAMS-58481,LOC-SAMS27958,São José dos Campos,14/8/2015,Ração Carne e Cereais Herói 18 Kg
Nicholle Treff,nicholle.treff@gmail.com,SAMS-51481,LOC-SAMS34744,Campinas,4/10/2015,Nescau Cereal Matinal 770 g
Nicholle Treff,nicholle.treff@gmail.com,SAMS-51481,LOC-SAMS34744,Campinas,4/10/2015,Shampoo Pantene 1 L
Nicholle Treff,nicholle.treff@gmail.com,SAMS-51481,LOC-SAMS34744,Campinas,4/10/2015,Sabonete Líquido Jurassic 750 ml
Nicholle Treff,nicholle.treff@gmail.com,SAMS-51481,LOC-SAMS34744,Campinas,4/10/2015,Sacos para Lixo 15 L ou 30 L Member's Mark
Lennie Princevalle,lennie.princevalle@globomail.com,SAMS-53893,LOC-SAMS21815,Águas Claras,8/9/2014,Shampoo ou Condicionador Aussie Miracle 7 em 1 778 ml
Lennie Princevalle,lennie.princevalle@globomail.com,SAMS-53893,LOC-SAMS21815,Águas Claras,8/9/2014,Kit Fisher-Price
Lennie Princevalle,lennie.princevalle@globomail.com,SAMS-53893,LOC-SAMS21815,Águas Claras,8/9/2014,Shampoo ou Condicionador Aussie Miracle 7 em 1 778 ml
Bo Callington,bo.callington@hotmail.com,SAMS-52094,LOC-SAMS31897,São Bernardo do Campo,6/11/2016,Lava Roupas em Pó Member's Mark 5 Kg
Bo Callington,bo.callington@hotmail.com,SAMS-52094,LOC-SAMS31897,São Bernardo do Campo,6/11/2016,Fralda Pampers Confort Sec
Bo Callington,bo.callington@hotmail.com,SAMS-52094,LOC-SAMS31897,São Bernardo do Campo,6/11/2016,Tratamento Aussie Shine + Strong
Bo Callington,bo.callington@hotmail.com,SAMS-52094,LOC-SAMS31897,São Bernardo do Campo,6/11/2016,Aparelho de Barbear Gillette Prestobarba 3
Lashunda Pantoni,lashunda.pantoni@gmail.com,SAMS-19177,LOC-SAMS59803,Guarulhos,27/7/2016,Papel Guardanapo Folha Dupla Mascot
Lashunda Pantoni,lashunda.pantoni@gmail.com,SAMS-19177,LOC-SAMS59803,Guarulhos,27/7/2016,Tira Manchas Member's Mark 2,5 Kg
Lashunda Pantoni,lashunda.pantoni@gmail.com,SAMS-19177,LOC-SAMS59803,Guarulhos,27/7/2016,Shampoo ou Condicionador com Pump Aussie Moist 865 ml
Leslee Roelofs,leslee.roelofs@yahoo.com.br,SAMS-50319,LOC-SAMS63477,Goiânia,16/9/2015,Sacos para Lixo Reforçado Dover Roll 100 L
Leslee Roelofs,leslee.roelofs@yahoo.com.br,SAMS-50319,LOC-SAMS63477,Goiânia,16/9/2015,Alimento para Cães Adultos Ultima Sachê
Leslee Roelofs,leslee.roelofs@yahoo.com.br,SAMS-50319,LOC-SAMS63477,Goiânia,16/9/2015,Whisky Old Parr 1 L
Leslee Roelofs,leslee.roelofs@yahoo.com.br,SAMS-50319,LOC-SAMS63477,Goiânia,16/9/2015,Sabonete Líquido Member's Mark 980 ml
Lianne Saulnier,lianne.saulnier@pop.com.br,SAMS-34720,LOC-SAMS44963,Osasco,29/10/2015,Mostarda Heinz
Lianne Saulnier,lianne.saulnier@pop.com.br,SAMS-34720,LOC-SAMS44963,Osasco,29/10/2015,Sacos para Lixo 15 L ou 30 L Member's Mark
Lianne Saulnier,lianne.saulnier@pop.com.br,SAMS-34720,LOC-SAMS44963,Osasco,29/10/2015,Whisky Buchanan's 12 Anos 1 L
Lianne Saulnier,lianne.saulnier@pop.com.br,SAMS-34720,LOC-SAMS44963,Osasco,29/10/2015,Sucrilhos Kellogg's
Lianne Saulnier,lianne.saulnier@pop.com.br,SAMS-34720,LOC-SAMS44963,Osasco,29/10/2015,Sacos para Lixo 15 L ou 30 L Member's Mark
Shanelle Wessler,shanelle.wessler@ig.com.br,SAMS-24274,LOC-SAMS23447,Curitiba - Atuba,23/8/2015,Chocolate Kit Kat
Shanelle Wessler,shanelle.wessler@ig.com.br,SAMS-24274,LOC-SAMS23447,Curitiba - Atuba,23/8/2015,Kit Finish 3 Unidades
Aurelio Kibby,aurelio.kibby@bol.com.br,SAMS-47107,LOC-SAMS61566,Linha Amarela,2/8/2016,Sacos para Lixo 50 L ou 100 L Member's Mark
Aurelio Kibby,aurelio.kibby@bol.com.br,SAMS-47107,LOC-SAMS61566,Linha Amarela,2/8/2016,Tira Manchas Member's Mark 2,5 Kg
Aurelio Kibby,aurelio.kibby@bol.com.br,SAMS-47107,LOC-SAMS61566,Linha Amarela,2/8/2016,Novi a Mop Twister
Aurelio Kibby,aurelio.kibby@bol.com.br,SAMS-47107,LOC-SAMS61566,Linha Amarela,2/8/2016,Sacos para Lixo Reforçado Dover Roll 100 L
Aurelio Kibby,aurelio.kibby@bol.com.br,SAMS-47107,LOC-SAMS61566,Linha Amarela,2/8/2016,Tira Manchas Member's Mark 2,5 Kg
Jonie Callister,jonie.callister@globomail.com,SAMS-42750,LOC-SAMS34271,Águas Claras,1/4/2016,Papel Guardanapo Folha Dupla Mascot
Jonie Callister,jonie.callister@globomail.com,SAMS-42750,LOC-SAMS34271,Águas Claras,1/4/2016,Escova Dental Oral-B Complete
Jonie Callister,jonie.callister@globomail.com,SAMS-42750,LOC-SAMS34271,Águas Claras,1/4/2016,Shampoo ou Condicionador com Pump Aussie Moist 865 ml
Jonie Callister,jonie.callister@globomail.com,SAMS-42750,LOC-SAMS34271,Águas Claras,1/4/2016,Kit Fisher-Price
Lowell Gieger,lowell.gieger@r7.com,SAMS-33800,LOC-SAMS39613,Campinas,15/2/2015,Amaciante Concentrado Downy 3,96 L
Lowell Gieger,lowell.gieger@r7.com,SAMS-33800,LOC-SAMS39613,Campinas,15/2/2015,Kit Fisher-Price
Lowell Gieger,lowell.gieger@r7.com,SAMS-33800,LOC-SAMS39613,Campinas,15/2/2015,Sabão Líquido Roma Coco 2 L
Lowell Gieger,lowell.gieger@r7.com,SAMS-33800,LOC-SAMS39613,Campinas,15/2/2015,Sabonete Líquido Member's Mark 980 ml
Yee Reper,yee.reper@yahoo.com.br,SAMS-65271,LOC-SAMS27853,Vitória,30/10/2015,Composto Lácteo Crescimento 1+ Ninho 800 g
Yee Reper,yee.reper@yahoo.com.br,SAMS-65271,LOC-SAMS27853,Vitória,30/10/2015,Azeitonas Verdes sem Caroço Raiola 420 g
Shera Evoy,shera.evoy@pop.com.br,SAMS-14202,LOC-SAMS45704,São Caetano do Sul,15/10/2016,Whisky Buchanan's 12 Anos 1 L
Elidia Auyeung,elidia.auyeung@oi.com.br,SAMS-35586,LOC-SAMS59848,Bom Retiro,6/12/2016,Azeitonas Verdes sem Caroço Raiola 420 g
Johnny Beaudette,johnny.beaudette@uol.com.br,SAMS-25404,LOC-SAMS65020,Ribeirão Preto,7/1/2014,Whisky Johnnie Walker Green Label 750 ml
Johnny Beaudette,johnny.beaudette@uol.com.br,SAMS-25404,LOC-SAMS65020,Ribeirão Preto,7/1/2014,Ração Carne e Vegetais Herói 18 Kg
Lisette Lunter,lisette.lunter@globomail.com,SAMS-20083,LOC-SAMS23510,Curitiba - Barigui,2/6/2014,Sucrilhos Kellogg's
Lisette Lunter,lisette.lunter@globomail.com,SAMS-20083,LOC-SAMS23510,Curitiba - Barigui,2/6/2014,Absorvente com Abas Maxi Proteção Always
Lisette Lunter,lisette.lunter@globomail.com,SAMS-20083,LOC-SAMS23510,Curitiba - Barigui,2/6/2014,Lava Roupas Dreft
Lisette Lunter,lisette.lunter@globomail.com,SAMS-20083,LOC-SAMS23510,Curitiba - Barigui,2/6/2014,Sucrilhos Power Chocolate Kellogg�s
Marth Malamud,marth.malamud@zipmail.com.br,SAMS-2824,LOC-SAMS48370,Santo Amaro,7/12/2016,Molho Barbecue Heinz
Marth Malamud,marth.malamud@zipmail.com.br,SAMS-2824,LOC-SAMS48370,Santo Amaro,7/12/2016,Sucrilhos Power Chocolate Kellogg�s
Sammie Van,sammie.van@ig.com.br,SAMS-50052,LOC-SAMS59617,Goiânia,27/9/2014,Escova Dental Oral-B Complete
Sammie Van,sammie.van@ig.com.br,SAMS-50052,LOC-SAMS59617,Goiânia,27/9/2014,Novi a Mop Twister
Jone Kitthikoune,jone.kitthikoune@globomail.com,SAMS-31395,LOC-SAMS39957,Porto Alegre,16/1/2015,Kit Finish 3 Unidades
Jone Kitthikoune,jone.kitthikoune@globomail.com,SAMS-31395,LOC-SAMS39957,Porto Alegre,16/1/2015,Lava Roupas Dreft
Jone Kitthikoune,jone.kitthikoune@globomail.com,SAMS-31395,LOC-SAMS39957,Porto Alegre,16/1/2015,Escova Dental Oral-B Complete
Jone Kitthikoune,jone.kitthikoune@globomail.com,SAMS-31395,LOC-SAMS39957,Porto Alegre,16/1/2015,Alimento para Cães Adultos Ultima Sachê
Leon Freiberger,leon.freiberger@yahoo.com.br,SAMS-45720,LOC-SAMS47729,Maceió,13/7/2015,Chocolate Kit Kat
Leon Freiberger,leon.freiberger@yahoo.com.br,SAMS-45720,LOC-SAMS47729,Maceió,13/7/2015,Fralda Pampers Confort Sec
Linette Sparacio,linette.sparacio@globomail.com,SAMS-27437,LOC-SAMS29129,Santo André,21/10/2015,Kit Finish 3 Unidades
Charmaine Ostrow,charmaine.ostrow@r7.com,SAMS-49265,LOC-SAMS61647,Porto Alegre,9/2/2015,Novi a Mop Twister
Charmaine Ostrow,charmaine.ostrow@r7.com,SAMS-49265,LOC-SAMS61647,Porto Alegre,9/2/2015,Shampoo ou Condicionador TRESemmé 1 L
Tova Berulie,tova.berulie@ig.com.br,SAMS-22721,LOC-SAMS34490,Curitiba - Atuba,23/7/2016,Kit Finish 3 Unidades
Tova Berulie,tova.berulie@ig.com.br,SAMS-22721,LOC-SAMS34490,Curitiba - Atuba,23/7/2016,Maionese Heinz
Tova Berulie,tova.berulie@ig.com.br,SAMS-22721,LOC-SAMS34490,Curitiba - Atuba,23/7/2016,Kit Oral-B Stages
Tova Berulie,tova.berulie@ig.com.br,SAMS-22721,LOC-SAMS34490,Curitiba - Atuba,23/7/2016,Whisky Old Parr 1 L
Tova Berulie,tova.berulie@ig.com.br,SAMS-22721,LOC-SAMS34490,Curitiba - Atuba,23/7/2016,Whisky Buchanan's 12 Anos 1 L
Tova Berulie,tova.berulie@ig.com.br,SAMS-22721,LOC-SAMS34490,Curitiba - Atuba,23/7/2016,Aparelho de Barbear Gillette Prestobarba 3
Cletus Juvera,cletus.juvera@folha.com.br,SAMS-53920,LOC-SAMS65406,Tamboré,12/7/2015,Kit Fisher-Price
Cletus Juvera,cletus.juvera@folha.com.br,SAMS-53920,LOC-SAMS65406,Tamboré,12/7/2015,Alimento para Cães Adultos Ultima Sachê
Cletus Juvera,cletus.juvera@folha.com.br,SAMS-53920,LOC-SAMS65406,Tamboré,12/7/2015,Kit Fisher-Price
Cletus Juvera,cletus.juvera@folha.com.br,SAMS-53920,LOC-SAMS65406,Tamboré,12/7/2015,Sacos para Lixo Reforçado Dover Roll 100 L
Cletus Juvera,cletus.juvera@folha.com.br,SAMS-53920,LOC-SAMS65406,Tamboré,12/7/2015,Whisky Johnnie Walker Green Label 750 ml
Jenice Dimario,jenice.dimario@ig.com.br,SAMS-9727,LOC-SAMS46322,São Caetano do Sul,5/12/2016,Freezer Roll 3 L
